name,display_name,state,country,born,enlisted,latitude,longitude
Aargau,"Aargau, Switzerland",,Switzerland,1,22,47.387666,8.25543
Abberton,"Abberton, England",,England,1,22,51.834428,0.9097229999999998
Abbey Vale,"Abbey Vale, England",,England,1,22,54.496324,-3.594186
Abbeyfeale,"Abbeyfeale, Ireland",,Ireland,1,22,52.387237,-9.299474
Abbeyleix,"Abbeyleix, Ireland",,Ireland,1,22,52.913864,-7.348741
Abbots Bromley,"Abbots Bromley, England",,England,1,22,52.818713,-1.881993
Abbotsbury,"Abbotsbury, England",,England,1,22,50.66639000000001,-2.600639
Abbotsford,"Abbotsford, NSW, Australia",NSW,Australia,4,22,-33.852469,151.129453
Abbotsford,"Abbotsford, VIC, Australia",VIC,Australia,316,1,-37.805747,144.998046
Abbotsham,"Abbotsham, TAS, Australia",TAS,Australia,5,1,-41.211306,146.175577
Aberchirder,"Aberchirder, Scotland",,Scotland,3,1,57.56239600000001,-2.621567
Abercrombie,"Abercrombie, NSW, Australia",NSW,Australia,5,1,-33.389964,149.550466
Aberdare,"Aberdare, NSW, Australia",NSW,Australia,2,1,-32.8442,151.376514
Aberdare,"Aberdare, Wales",,Wales,9,1,51.713673,-3.445089
Aberdeen,"Aberdeen, NSW, Australia",NSW,Australia,68,13,-32.162396,150.890118
Aberdeen,"Aberdeen, SA, Australia",SA,Australia,5,1,-33.672,138.926
Aberdeen,"Aberdeen, Scotland",,Scotland,668,1,57.147493,-2.095392
Aberdeenshire,"Aberdeenshire, Scotland",,Scotland,49,1,57.162143,-2.719417
Aberdour,"Aberdour, Scotland",,Scotland,1,1,56.05324899999999,-3.300895
Aberdovey,"Aberdovey, Wales",,Wales,4,1,52.547035,-4.038742
Aberfeldie,"Aberfeldie, VIC, Australia",VIC,Australia,1,1,-37.75669,144.896259
Aberfeldy,"Aberfeldy, Scotland",,Scotland,8,1,56.619667,-3.864755999999999
Aberfeldy,"Aberfeldy, VIC, Australia",VIC,Australia,5,1,-37.696566,146.364064
Aberfoyle,"Aberfoyle, NSW, Australia",NSW,Australia,2,1,-30.240605,152.012929
Aberfoyle,"Aberfoyle, Scotland",,Scotland,1,1,56.177117,-4.377566
Abergavenny,"Abergavenny, England",,England,7,1,51.824849,-3.020908
Abergavenny,"Abergavenny, Wales",,Wales,9,1,51.824849,-3.020908
Abergele,"Abergele, Wales",,Wales,1,1,53.28619199999999,-3.582769
Aberglasslyn,"Aberglasslyn, NSW, Australia",NSW,Australia,1,1,-32.694656,151.534607
Aberkenfig,"Aberkenfig, Wales",,Wales,1,1,51.54008099999999,-3.59636
Aberlour,"Aberlour, Scotland",,Scotland,2,1,57.467973,-3.225725
Abermain,"Abermain, NSW, Australia",NSW,Australia,3,1,-32.810815,151.428668
Abernethy,"Abernethy, Scotland",,Scotland,2,1,56.33415400000001,-3.312963
Abertillery,"Abertillery, Wales",,Wales,3,1,51.73040199999999,-3.133865
Aberystwyth,"Aberystwyth, Wales",,Wales,10,1,52.41612,-4.083798
Abingdon,"Abingdon, England",,England,6,1,51.670071,-1.285013
Abington,"Abington, NSW, Australia",NSW,Australia,2,1,-30.294214,151.250268
Aboyne,"Aboyne, Scotland",,Scotland,1,1,57.075307,-2.782599
Acacia Creek,"Acacia Creek, NSW, Australia",NSW,Australia,3,1,-28.373331,152.320879
Accrington,"Accrington, England",,England,38,1,53.752807,-2.36421
Acheron,"Acheron, VIC, Australia",VIC,Australia,3,1,-37.252433,145.702015
Aclare,"Aclare, Ireland",,Ireland,1,1,54.036469,-8.899215999999999
Acle,"Acle, England",,England,1,1,52.63678500000001,1.54781
Acton,"Acton, England",,England,11,1,52.07111199999999,0.759646
Acton,"Acton, NSW, Australia",NSW,Australia,1,1,-30.633,151.883
Adaminaby,"Adaminaby, NSW, Australia",NSW,Australia,74,7,-35.997349,148.769744
Adamstown,"Adamstown, NSW, Australia",NSW,Australia,91,11,-32.932538,151.72625
Adare,"Adare, Ireland",,Ireland,2,11,52.56427,-8.790350999999999
Adavale,"Adavale, QLD, Australia",QLD,Australia,33,11,-25.909385,144.598632
Adderley,"Adderley, England",,England,1,11,52.954129,-2.504595
Addingham,"Addingham, England",,England,2,11,53.94399499999999,-1.88266
Addington,"Addington, England",,England,2,11,51.298106,0.3520550000000001
Addington,"Addington, New Zealand",,New Zealand,1,11,-43.542432,172.620517
Addington,"Addington, VIC, Australia",VIC,Australia,2,11,-37.384464,143.672506
Addlestone,"Addlestone, England",,England,7,11,51.37085800000001,-0.492792
Adelaide Lead,"Adelaide Lead, VIC, Australia",VIC,Australia,5,11,-37.074671,143.677358
Adelaide,"Adelaide, SA, Australia",SA,Australia,7080,20781,-34.92577,138.599732
Adelong Crossing,"Adelong Crossing, NSW, Australia",NSW,Australia,1,20781,-35.132,151.883
Adelong,"Adelong, NSW, Australia",NSW,Australia,272,8,-35.307947,148.063682
Adisham,"Adisham, England",,England,1,8,51.244314,1.191436
Adlington,"Adlington, England",,England,1,8,53.612593,-2.604423
Adventure Bay,"Adventure Bay, TAS, Australia",TAS,Australia,6,8,-43.355794,147.326117
Advie,"Advie, Scotland",,Scotland,1,8,57.393468,-3.452769
Africa,Africa,,Africa,1,8,0.213671,16.98485
Agery,"Agery, SA, Australia",SA,Australia,1,8,-34.156899,137.742805
Aghadowey,"Aghadowey, Ireland",,Ireland,1,8,54.586313,-8.066153999999999
Agher,"Agher, Ireland",,Ireland,1,8,53.44334,-6.738740000000001
Aghyaran,"Aghyaran, Ireland",,Ireland,1,8,54.67492899999999,-7.707268
Agnes River,"Agnes River, VIC, Australia",VIC,Australia,1,8,-38.65,146.369
Agra,"Agra, India",,India,3,8,27.177719,78.0093
Ailsa,"Ailsa, VIC, Australia",VIC,Australia,1,8,-36.331465,142.363833
Ainsdale,"Ainsdale, England",,England,2,8,53.602104,-3.040459
Airdrie,"Airdrie, Scotland",,Scotland,36,8,55.8665,-3.973686
Aitkenvale,"Aitkenvale, QLD, Australia",QLD,Australia,2,8,-19.297714,146.764341
Akaroa,"Akaroa, New Zealand",,New Zealand,5,8,-43.806031,172.966568
Alabama,"Alabama, USA",,USA,1,8,32.318231,-86.902298
Alaska,"Alaska, USA",,USA,1,8,63.588753,-154.493062
Alawoona,"Alawoona, SA, Australia",SA,Australia,0,1,-34.735891,140.508785
Albany,"Albany, WA, Australia",WA,Australia,484,171,-35.023873,117.883543
Albert Canyon,"Albert Canyon, Canada",,Canada,1,171,51.138927,-117.863787
Albert Park,"Albert Park, NSW, Australia",NSW,Australia,2,3,-28.821542,153.26982
Albert Park,"Albert Park, SA, Australia",SA,Australia,4,2,-34.878311,138.521348
Albert Park,"Albert Park, VIC, Australia",VIC,Australia,379,525,-37.840705,144.95571
Alberta,"Alberta, Canada",,Canada,8,525,53.933271,-116.576504
Alberton West,"Alberton West, VIC, Australia",VIC,Australia,3,525,-38.598686,146.587948
Alberton,"Alberton, SA, Australia",SA,Australia,163,2,-34.85922,138.51953
Alberton,"Alberton, TAS, Australia",TAS,Australia,8,2,-41.293087,147.789324
Alberton,"Alberton, VIC, Australia",VIC,Australia,57,2,-38.611394,146.66598
Albion Park,"Albion Park, NSW, Australia",NSW,Australia,45,2,-34.570722,150.775031
Albion,"Albion, QLD, Australia",QLD,Australia,17,2,-21.50903,142.69317
Albrighton,"Albrighton, England",,England,2,2,52.634857,-2.278383
Albury,"Albury, England",,England,4,2,51.901926,0.08000400000000001
Albury,"Albury, NSW, Australia",NSW,Australia,831,358,-36.082137,146.910174
Alby Hill,"Alby Hill, England",,England,1,358,52.860448,1.256138
Alcester,"Alcester, England",,England,1,358,52.217053,-1.868268
Aldavilla,"Aldavilla, NSW, Australia",NSW,Australia,1,358,-31.058949,152.768142
Aldborough,"Aldborough, England",,England,1,358,52.862522,1.242539
Aldbourne,"Aldbourne, England",,England,2,358,51.47878500000001,-1.621108
Aldeburgh,"Aldeburgh, England",,England,6,358,52.14869,1.600369
Aldenham,"Aldenham, England",,England,1,358,51.670977,-0.355293
Alderley Edge,"Alderley Edge, England",,England,1,358,53.30046,-2.245934
Alderley,"Alderley, England",,England,2,358,51.615849,-2.334781
Alderley,"Alderley, QLD, Australia",QLD,Australia,0,32,-27.424422,153.000517
Aldershot,"Aldershot, England",,England,89,32,51.246872,-0.766213
Aldershot,"Aldershot, QLD, Australia",QLD,Australia,2,32,-25.466599,152.656881
Alderton,"Alderton, England",,England,1,32,51.996845,-2.002463
Aldgate,"Aldgate, England",,England,1,32,51.511211,-0.074932
Aldgate,"Aldgate, SA, Australia",SA,Australia,30,32,-35.015124,138.736185
Aldinga,"Aldinga, SA, Australia",SA,Australia,40,32,-35.267326,138.483136
Aldington,"Aldington, England",,England,1,32,51.091683,0.944639
Aldridge,"Aldridge, England",,England,2,32,52.606004,-1.917872
Aldsworth,"Aldsworth, England",,England,1,32,51.788924,-1.774291
Alectown,"Alectown, NSW, Australia",NSW,Australia,10,32,-32.911597,148.128796
Alexandra,"Alexandra, New Zealand",,New Zealand,1,32,-45.25166600000001,169.388507
Alexandra,"Alexandra, VIC, Australia",VIC,Australia,120,37,-37.191307,145.711061
Alexandria,"Alexandria, Egypt",,Egypt,7,6,31.2135,29.9443
Alexandria,"Alexandria, NSW, Australia",NSW,Australia,138,1,-33.897571,151.195567
Alexandria,"Alexandria, Scotland",,Scotland,20,1,55.99241899999999,-4.590903
Alford,"Alford, England",,England,4,1,53.260186,0.175466
Alford,"Alford, SA, Australia",SA,Australia,3,1,-33.81518,137.821268
Alford,"Alford, Scotland",,Scotland,6,1,57.233252,-2.703794
Alfredton,"Alfredton, VIC, Australia",VIC,Australia,2,1,-37.556958,143.817225
Alfreton,"Alfreton, England",,England,3,1,53.09752000000001,-1.384039
Alice Springs,"Alice Springs, NT, Australia",NT,Australia,2,1,-23.700358,133.880889
Aligarh,"Aligarh, India",,India,1,1,27.89381,78.068138
Alison,"Alison, NSW, Australia",NSW,Australia,1,1,-32.434801,151.771934
All Saints,"All Saints, England",,England,1,1,50.807996,-2.986208
Allahabad,"Allahabad, India",,India,9,1,25.44297,81.828407
Allambee,"Allambee, VIC, Australia",VIC,Australia,3,1,-38.263213,146.034059
Allandale,"Allandale, NSW, Australia",NSW,Australia,4,1,-32.710687,151.42353
Allandale,"Allandale, SA, Australia",SA,Australia,5,1,-27.629,135.586
Allandale,"Allandale, VIC, Australia",VIC,Australia,22,1,-37.35,144.45
Allans Flat,"Allans Flat, VIC, Australia",VIC,Australia,9,1,-36.276114,146.909823
Allansford,"Allansford, VIC, Australia",VIC,Australia,54,1,-38.386474,142.590674
Allendale East,"Allendale East, SA, Australia",SA,Australia,3,1,-38.003369,140.70894
Allendale North,"Allendale North, SA, Australia",SA,Australia,1,1,-34.303983,138.917658
Allendale,"Allendale, NSW, Australia",NSW,Australia,2,1,-33.165,149.71
Allendale,"Allendale, SA, Australia",SA,Australia,7,1,-37.614,140.654
Allendale,"Allendale, VIC, Australia",VIC,Australia,150,1,-37.368711,143.938548
Allington,"Allington, England",,England,1,1,50.747841,-2.76911
Alloa,"Alloa, Scotland",,Scotland,24,1,56.116288,-3.795366
Allora,"Allora, QLD, Australia",QLD,Australia,123,23,-28.035848,151.982723
Alloway,"Alloway, Scotland",,Scotland,1,23,55.43024,-4.637214
Allynbrook,"Allynbrook, NSW, Australia",NSW,Australia,11,23,-32.363343,151.536229
Alma,"Alma, SA, Australia",SA,Australia,19,23,-34.266619,138.630864
Alma,"Alma, VIC, Australia",VIC,Australia,8,23,-37.028805,143.676819
Almurta,"Almurta, VIC, Australia",VIC,Australia,6,23,-38.434865,145.558415
Alness,"Alness, Scotland",,Scotland,4,23,57.69430999999999,-4.267413
Alnham,"Alnham, England",,England,1,23,55.39229499999999,-2.008181
Alnwick,"Alnwick, England",,England,11,23,55.412598,-1.708956
Alonnah,"Alonnah, TAS, Australia",TAS,Australia,1,1,-43.321476,147.242183
Aloomba,"Aloomba, QLD, Australia",QLD,Australia,1,1,-17.11626,145.834863
Alpha,"Alpha, QLD, Australia",QLD,Australia,37,1,-23.649656,146.641074
Alphington,"Alphington, England",,England,1,1,50.69964100000001,-3.533658
Alphington,"Alphington, VIC, Australia",VIC,Australia,19,1,-37.780767,145.03116
Alresford,"Alresford, England",,England,2,1,51.090113,-1.165786
Alsager,"Alsager, England",,England,1,1,53.096108,-2.30472
Alstad,"Alstad, Sweden",,Sweden,1,1,55.45349900000001,13.208524
Alston,"Alston, England",,England,2,1,54.812496,-2.441423
Alstonville,"Alstonville, NSW, Australia",NSW,Australia,55,1,-28.842125,153.44036
Althorne,"Althorne, England",,England,1,1,51.657629,0.7607399999999999
Alton Downs,"Alton Downs, QLD, Australia",QLD,Australia,3,1,-23.307182,150.388035
Alton,"Alton, England",,England,14,1,51.150822,-0.975245
Alton,"Alton, New Zealand",,New Zealand,2,1,-39.66527,174.44647
Altona,"Altona, Germany",,Germany,1,1,52.819063,8.426688
Altona,"Altona, VIC, Australia",VIC,Australia,0,42,-37.869275,144.830286
Altrincham,"Altrincham, England",,England,6,42,53.389631,-2.346828
Alva,"Alva, Scotland",,Scotland,5,42,56.153056,-3.80056
Alverstoke,"Alverstoke, England",,England,1,42,50.788094,-1.147694
Alveston,"Alveston, England",,England,1,42,51.588708,-2.531624
Alvie,"Alvie, Scotland",,Scotland,1,42,57.160521,-3.879655
Alyth,"Alyth, Scotland",,Scotland,6,42,56.621968,-3.229747000000001
Amaroo,"Amaroo, NSW, Australia",NSW,Australia,2,42,-33.184094,148.928934
Amberley,"Amberley, New Zealand",,New Zealand,1,42,-43.154697,172.729941
Amberley,"Amberley, QLD, Australia",QLD,Australia,2,42,-27.640431,152.702399
Amble,"Amble, England",,England,5,42,55.331542,-1.587124
Ambleside,"Ambleside, England",,England,4,42,54.428376,-2.962299999999999
Amby,"Amby, QLD, Australia",QLD,Australia,6,42,-26.549209,148.186897
Amersham,"Amersham, England",,England,5,42,51.676898,-0.607666
Amherst,"Amherst, VIC, Australia",VIC,Australia,15,42,-37.146466,143.670166
Ammanford,"Ammanford, Wales",,Wales,1,42,51.792856,-3.988170000000001
Amosfield,"Amosfield, NSW, Australia",NSW,Australia,1,42,-28.649,152.068
Amphitheatre,"Amphitheatre, VIC, Australia",VIC,Australia,34,4,-37.182344,143.399915
Ampthill,"Ampthill, England",,England,2,4,52.02736099999999,-0.49524
Amsterdam,"Amsterdam, Netherlands",,Netherlands,2,4,52.373812,4.890951
Amyton,"Amyton, SA, Australia",SA,Australia,4,4,-32.603434,138.327394
Anakie,"Anakie, QLD, Australia",QLD,Australia,1,4,-23.551,147.748
Anakie,"Anakie, VIC, Australia",VIC,Australia,6,4,-37.896843,144.253862
Anama,"Anama, SA, Australia",SA,Australia,1,4,-33.717096,138.553465
Ancaster,"Ancaster, England",,England,1,4,52.98271700000001,-0.535999
Ancoats,"Ancoats, England",,England,1,4,53.483644,-2.23059
Ancona,"Ancona, VIC, Australia",VIC,Australia,2,4,-36.972266,145.790539
Anderleigh,"Anderleigh, QLD, Australia",QLD,Australia,2,4,-25.998421,152.673583
Andersons Bay,"Andersons Bay, New Zealand",,New Zealand,1,4,-45.89604599999999,170.530196
Andover,"Andover, England",,England,15,4,51.209318,-1.478352
Anembo,"Anembo, NSW, Australia",NSW,Australia,1,4,-35.805448,149.42833
Anerley,"Anerley, England",,England,1,4,51.41873199999999,-0.061358
Anfield,"Anfield, England",,England,1,4,53.433481,-2.952318
Angas Plains,"Angas Plains, SA, Australia",SA,Australia,3,4,-35.317169,138.997514
Angas Valley,"Angas Valley, SA, Australia",SA,Australia,1,4,-34.755133,139.306156
Angaston,"Angaston, SA, Australia",SA,Australia,121,5,-34.501149,139.046829
Angellala,"Angellala, QLD, Australia",QLD,Australia,1,5,-26.412389,146.887752
Angle Vale,"Angle Vale, SA, Australia",SA,Australia,4,5,-34.640772,138.646604
Angledool,"Angledool, NSW, Australia",NSW,Australia,19,5,-29.113122,147.902562
Angledool,"Angledool, QLD, Australia",QLD,Australia,1,5,-23.483,143.583
Anglesea,"Anglesea, VIC, Australia",VIC,Australia,6,5,-38.405129,144.189268
Anglikon,"Anglikon, Switzerland",,Switzerland,1,5,47.365036,8.262209
Angmering,"Angmering, England",,England,1,5,50.832606,-0.4743669999999999
Angourie,"Angourie, NSW, Australia",NSW,Australia,1,5,-29.481012,153.359964
Angustown,"Angustown, VIC, Australia",VIC,Australia,2,5,-36.7,145.098
Aniche,"Aniche, France",,France,1,5,50.331242,3.250276
Anick,"Anick, England",,England,1,5,54.982162,-2.085489
Anna Bay,"Anna Bay, NSW, Australia",NSW,Australia,7,5,-32.776919,152.083274
Annalong,"Annalong, Ireland",,Ireland,1,5,54.108341,-5.900551000000001
Annan,"Annan, Scotland",,Scotland,24,5,54.987439,-3.261343
Annandale,"Annandale, NSW, Australia",NSW,Australia,127,3,-33.881435,151.170681
Annbank,"Annbank, Scotland",,Scotland,1,3,55.478325,-4.519649
Anniesland,"Anniesland, Scotland",,Scotland,1,3,55.88930299999999,-4.322434
Annitsford,"Annitsford, England",,England,1,3,55.064918,-1.581679
Anstey,"Anstey, England",,England,1,3,52.672783,-1.186698
Anstruther,"Anstruther, Scotland",,Scotland,3,3,56.223409,-2.702704
Anthony,"Anthony, QLD, Australia",QLD,Australia,2,3,-27.878177,152.684078
Antill Ponds,"Antill Ponds, TAS, Australia",TAS,Australia,12,3,-42.204006,147.401352
Antrim,"Antrim, Ireland",,Ireland,69,3,54.713382,-6.216760999999999
Antwerp,"Antwerp, Belgium",,Belgium,36,3,51.220581,4.399722
Antwerp,"Antwerp, VIC, Australia",VIC,Australia,9,3,-36.298418,142.024557
Apia,"Apia, Samoa",,Samoa,4,3,-13.83142,-171.751801
Apollo Bay,"Apollo Bay, VIC, Australia",VIC,Australia,24,3,-38.748434,143.670432
Appila,"Appila, SA, Australia",SA,Australia,34,3,-33.050537,138.42808
Appin,"Appin, NSW, Australia",NSW,Australia,16,3,-34.200891,150.787479
Appin,"Appin, VIC, Australia",VIC,Australia,7,3,-35.908363,143.869841
Appleby Magna,"Appleby Magna, England",,England,1,3,52.68529,-1.532998
Appleby,"Appleby, England",,England,12,3,53.621904,-0.566294
Applecross,"Applecross, Scotland",,Scotland,1,3,57.433318,-5.813445000000001
Appledore,"Appledore, England",,England,9,3,51.054166,-4.19103
Apslawn,"Apslawn, TAS, Australia",TAS,Australia,1,3,-41.956623,148.164872
Apsley,"Apsley, NSW, Australia",NSW,Australia,1,3,-32.598356,148.963925
Apsley,"Apsley, TAS, Australia",TAS,Australia,11,3,-42.41812,147.138308
Apsley,"Apsley, VIC, Australia",VIC,Australia,76,1,-36.967557,141.080748
Arable,"Arable, NSW, Australia",NSW,Australia,1,1,-36.367368,148.945534
Arakoon,"Arakoon, NSW, Australia",NSW,Australia,1,1,-30.888231,153.066955
Araluen,"Araluen, NSW, Australia",NSW,Australia,81,1,-35.64693,149.812149
Aramac,"Aramac, QLD, Australia",QLD,Australia,61,1,-22.97216,145.24543
Aramara,"Aramara, QLD, Australia",QLD,Australia,4,1,-25.611275,152.325924
Ararat,"Ararat, VIC, Australia",VIC,Australia,502,582,-37.284301,142.928227
Aratapu,"Aratapu, New Zealand",,New Zealand,2,582,-36.017464,173.905069
Arawata,"Arawata, VIC, Australia",VIC,Australia,1,582,-38.394907,145.888218
Arboga,"Arboga, Sweden",,Sweden,1,582,59.393773,15.838479
Arbroath,"Arbroath, Scotland",,Scotland,51,582,56.56167099999999,-2.579433
Arbuthnott,"Arbuthnott, Scotland",,Scotland,3,582,56.868788,-2.329158
Arcadia,"Arcadia, NSW, Australia",NSW,Australia,1,582,-33.623101,151.052726
Arcadia,"Arcadia, VIC, Australia",VIC,Australia,15,582,-36.541604,145.362556
Archdale,"Archdale, VIC, Australia",VIC,Australia,5,582,-36.830903,143.502295
Archer,"Archer, QLD, Australia",QLD,Australia,1,582,-23.584,150.584
Archerton,"Archerton, VIC, Australia",VIC,Australia,1,582,-36.894465,146.256507
Archies Creek,"Archies Creek, VIC, Australia",VIC,Australia,3,582,-38.54884,145.566044
Ardcath,"Ardcath, Ireland",,Ireland,1,582,53.58609299999999,-6.364588
Ardee,"Ardee, Ireland",,Ireland,5,582,53.85880400000001,-6.540764999999999
Ardglen,"Ardglen, NSW, Australia",NSW,Australia,5,582,-31.734505,150.785588
Arding,"Arding, NSW, Australia",NSW,Australia,1,582,-30.588547,151.556745
Ardlethan,"Ardlethan, NSW, Australia",NSW,Australia,1,3,-34.357355,146.903401
Ardmona,"Ardmona, VIC, Australia",VIC,Australia,8,3,-36.378536,145.295366
Ardno,"Ardno, VIC, Australia",VIC,Australia,1,3,-37.759,141.015
Ardrishaig,"Ardrishaig, Scotland",,Scotland,3,3,56.014135,-5.447217
Ardrossan,"Ardrossan, SA, Australia",SA,Australia,39,3,-34.422953,137.916805
Ardrossan,"Ardrossan, Scotland",,Scotland,17,3,55.643326,-4.811922
Ardstraw,"Ardstraw, Ireland",,Ireland,1,3,54.732994,-7.458686000000001
Ardvasar,"Ardvasar, Scotland",,Scotland,1,3,57.057945,-5.909097999999999
Ardwick,"Ardwick, England",,England,1,3,53.469369,-2.218916
Areegra,"Areegra, VIC, Australia",VIC,Australia,1,3,-36.268143,142.631494
Arendal,"Arendal, Norway",,Norway,5,3,58.459469,8.766788
Argalong,"Argalong, NSW, Australia",NSW,Australia,2,3,-35.315496,148.453868
Argentina,Argentina,,Argentina,2,3,-38.416097,-63.616672
Argentine,"Argentine, QLD, Australia",QLD,Australia,1,3,-19.432,146.243
Argyle,"Argyle, NSW, Australia",NSW,Australia,13,3,-30.523571,151.791612
Argyle,"Argyle, VIC, Australia",VIC,Australia,2,3,-36.944132,144.732986
Argyle,"Argyle, WA, Australia",WA,Australia,4,3,-33.548215,115.766342
Argyll,"Argyll, Scotland",,Scotland,21,3,56.42941099999999,-5.238366
Arhus,"Arhus, Denmark",,Denmark,1,3,56.15813500000001,10.212002
Ariah Park,"Ariah Park, NSW, Australia",NSW,Australia,4,9,-34.348105,147.221222
Arizona,"Arizona, USA",,USA,1,9,34.048928,-111.093731
Arkaba,"Arkaba, SA, Australia",SA,Australia,1,9,-31.732,138.503
Arkansas,"Arkansas, USA",,USA,1,9,35.20105,-91.831833
Arkholme,"Arkholme, England",,England,1,9,54.14345900000001,-2.639533
Arklow,"Arklow, Ireland",,Ireland,10,9,52.796358,-6.157193000000001
Arlington,"Arlington, England",,England,1,9,51.222677,-0.578684
Armadale,"Armadale, VIC, Australia",VIC,Australia,166,3,-37.855316,145.01914
Armadale,"Armadale, WA, Australia",WA,Australia,8,3,-32.152386,116.008274
Armagh,"Armagh, Ireland",,Ireland,83,3,54.29401499999999,-6.665918
Armatree,"Armatree, NSW, Australia",NSW,Australia,2,3,-31.453726,148.407695
Armidale,"Armidale, NSW, Australia",NSW,Australia,915,2547,-30.514166,151.668986
Armley,"Armley, England",,England,2,2547,53.796641,-1.592603
Armstrong,"Armstrong, VIC, Australia",VIC,Australia,4,2547,-37.210025,142.884986
Armstrongs,"Armstrongs, VIC, Australia",VIC,Australia,3,2547,-37.214,142.895
Armthorpe,"Armthorpe, England",,England,1,2547,53.535261,-1.054043
Arncliffe,"Arncliffe, NSW, Australia",NSW,Australia,48,2547,-33.936592,151.146805
Arney,"Arney, Ireland",,Ireland,1,2547,54.292151,-7.66984
Arno Bay,"Arno Bay, SA, Australia",SA,Australia,0,1,-33.911901,136.568345
Arnold West,"Arnold West, VIC, Australia",VIC,Australia,1,1,-36.661766,143.76205
Arnold,"Arnold, VIC, Australia",VIC,Australia,2,1,-36.690822,143.868371
Arrah,"Arrah, India",,India,1,1,25.558029,84.66748
Arranoo,"Arranoo, WA, Australia",WA,Australia,1,1,-29.255,114.951
Arrilalah,"Arrilalah, QLD, Australia",QLD,Australia,1,1,-23.667,143.867
Arrochar,"Arrochar, Scotland",,Scotland,1,1,56.195585,-4.748466
Arrowhead,"Arrowhead, Canada",,Canada,1,1,50.71110800000001,-117.920828
Arrowtown,"Arrowtown, New Zealand",,New Zealand,4,1,-44.940613,168.834207
Artarmon,"Artarmon, NSW, Australia",NSW,Australia,2,1,-33.809426,151.185655
Arthog,"Arthog, Wales",,Wales,1,1,52.71191,-4.007894
Arthur River,"Arthur River, WA, Australia",WA,Australia,6,1,-33.338053,117.034172
Arthurs Creek,"Arthurs Creek, VIC, Australia",VIC,Australia,13,1,-37.587697,145.218156
Arthurton,"Arthurton, SA, Australia",SA,Australia,7,1,-34.257529,137.7564
Arthurville,"Arthurville, NSW, Australia",NSW,Australia,1,1,-32.554843,148.742709
Arundel,"Arundel, England",,England,12,1,50.85550199999999,-0.5594980000000001
Asansol,"Asansol, India",,India,1,1,23.68721,86.973343
Ascot Park,"Ascot Park, SA, Australia",SA,Australia,0,10,-34.986929,138.564635
Ascot Vale,"Ascot Vale, VIC, Australia",VIC,Australia,261,148,-37.77583,144.923377
Ascot,"Ascot, England",,England,8,148,51.410771,-0.674823
Ascot,"Ascot, India",,India,1,148,18.919237,72.829635
Ascot,"Ascot, VIC, Australia",VIC,Australia,7,1,-37.40088,143.802511
Ascot,"Ascot, WA, Australia",WA,Australia,0,7,-31.940682,115.923003
Ash,"Ash, England",,England,5,7,51.251783,-0.725266
Ashbocking,"Ashbocking, England",,England,1,7,52.147248,1.192791
Ashbourne,"Ashbourne, England",,England,5,7,53.01413600000001,-1.729405
Ashbourne,"Ashbourne, SA, Australia",SA,Australia,6,7,-35.282825,138.770184
Ashbrittle,"Ashbrittle, England",,England,1,7,50.984313,-3.353785
Ashburnham,"Ashburnham, England",,England,2,7,50.913922,0.397002
Ashburnham,"Ashburnham, NSW, Australia",NSW,Australia,7,7,-33.257,148.435
Ashburton,"Ashburton, England",,England,4,7,50.51749199999999,-3.750863
Ashburton,"Ashburton, New Zealand",,New Zealand,32,7,-43.902496,171.749326
Ashburton,"Ashburton, VIC, Australia",VIC,Australia,3,7,-37.863393,145.07942
Ashbury,"Ashbury, England",,England,1,7,51.564139,-1.618484
Ashby Island,"Ashby Island, NSW, Australia",NSW,Australia,2,7,-29.430968,153.202632
Ashcombe,"Ashcombe, England",,England,1,7,50.605861,-3.536834
Ashe,"Ashe, England",,England,1,7,51.244914,-1.235562
Ashfield,"Ashfield, NSW, Australia",NSW,Australia,231,63,-33.889533,151.125862
Ashford,"Ashford, England",,England,35,63,51.148354,0.875563
Ashford,"Ashford, NSW, Australia",NSW,Australia,19,1,-29.321245,151.096081
Ashgrove,"Ashgrove, QLD, Australia",QLD,Australia,1,1,-27.445603,152.99212
Ashington,"Ashington, England",,England,12,1,55.183159,-1.578101
Ashley Clinton,"Ashley Clinton, New Zealand",,New Zealand,1,1,-39.952254,176.260915
Ashley,"Ashley, England",,England,2,1,53.354911,-2.341635
Ashley,"Ashley, New Zealand",,New Zealand,1,1,-43.275653,172.598947
Ashmanhaugh,"Ashmanhaugh, England",,England,1,1,52.737064,1.430312
Ashton,"Ashton, England",,England,10,1,53.217355,-2.742807
Ashton,"Ashton, SA, Australia",SA,Australia,15,1,-34.939733,138.73739
Ashurst Wood,"Ashurst Wood, England",,England,1,1,51.110687,0.025821
Ashville,"Ashville, SA, Australia",SA,Australia,1,1,-35.510451,139.365759
Ashwell,"Ashwell, England",,England,2,1,52.040562,-0.154986
Ashwell,"Ashwell, QLD, Australia",QLD,Australia,1,1,-27.628455,152.560103
Askern,"Askern, England",,England,1,1,53.615893,-1.152208
Askrigg,"Askrigg, England",,England,1,1,54.314778,-2.081234
Aspatria,"Aspatria, England",,England,1,1,54.764532,-3.325413999999999
Aspendale,"Aspendale, VIC, Australia",VIC,Australia,1,1,-38.026479,145.101908
Aspley,"Aspley, QLD, Australia",QLD,Australia,3,1,-27.36386,153.015737
Aspull,"Aspull, England",,England,1,1,53.570527,-2.583273
